"titulo","sueldo","ciudadModalidad","horario","idioma","requisitos"
"Team Lead - Cloud React Senior en Medina Consultores","$ 80,000 a 90,000 MXN (Bruto)","Querétaro","Empleado de tiempo completo","Inglés : Nivel Avanzado","Team Lead - Cloud Location: Querétaro, Mexico Work modality: On-site Position Objective: Lead the engineering team in developing, implementing, and maintaining scalable and secure cloud-based solutions focused on telemetry data processing and visualization. This role is critical in driving innovations that optimize vehicle performance, enhance safety, and improve operational efficiency in a dynamic and collaborative environment supporting digital transformation. Key Responsibilities: Lead and mentor a team of engineers in designing, developing, and maintaining cloud solutions for telemetry data. Manage backend development for data ingestion, storage, processing, and analysis, ensuring system availability and optimization. Design data pipelines for real-time and batch processing using tools like Python, Pandas, and messaging protocols such as OPC UA and MQTT. Administer relational and non-relational databases, including PostgreSQL, NoSQL systems, time-series databases, and large-scale data storage. Supervise the development of user-friendly web interfaces using React and modern JavaScript frameworks. Collaborate with cross-functional teams and stakeholders to align technical efforts with business goals. Apply security best practices and conduct system audits to ensure data protection and regulatory compliance. Use containerization and deployment tools, such as Docker and orchestration platforms, for system reliability and automation. Maintain documentation for systems, processes, and architectures. Academic Requirements: Bachelor's degree in Computer Science, Systems Engineering, or a related field. Professional certifications are a plus. Experience: At least 5 years of experience in software development or cloud engineering. Proven ability to lead teams and manage complex projects. Industry experience in vehicle telemetry, data platforms, or similar technologies is preferred. Core Technical Skills: Cloud architecture: experience with major cloud providers and microservices. Programming and data processing: Python, data workflows, telemetry protocols. Databases: relational and non-relational systems, time-series data storage. Web front-end: development with JavaScript, React, and interface frameworks. DevOps and version control: container tools, CI/CD processes, and source code management. Skills and Competencies: Team leadership and coaching. Effective communication and collaboration. Analytical thinking and problem-solving. Flexibility and a proactive mindset. High level of English proficiency (technical and conversational). Other languages, such as Spanish or French, are a plus. Benefits: Competitive compensation and benefits above legal requirements."
"Desarrollador Fullstack Python Senior - Remoto en Quo Digital","$ 35,000 a 40,000 MXN (Neto)","Remoto: LATAM","Empleado de tiempo completo","Inglés : Nivel Básico","Estamos en búsqueda de talento como  Desarrollador Full Stack para unirse a nuestro equipo dinámico y en crecimiento. El candidato ideal debe tener una sólida comprensión de las tecnologías de Backend y Frontend y tener experiencia en todas las etapas del ciclo de vida del desarrollo de software.  Requerimos: 4 años de experiencia en proyectos backend: Python o Java  Conocimientos en: Base de datos: SQL y NoSQL  Conocimientos en Docker y Orquestación de contenedores Experiencia en Diseño y desarrollo de API´s  Conocimientos en API´s, RestFul  Actividades:  Desarrollo en proyectos Backend con Python o Java  Experiencia en integración utilizando API´s y RestFul Familiaridad con Docker, y orquestación de contenedores  Diseñar y desarrollar API´s robustas para integración de sistemas  Mantener y optimizar las integraciones existentes  Desarrollo de pruebas y garantizar la calidad de las soluciones  Colaborar con el equipo para planificar y resolver problemas técnicos  Deseable: Conocimientos en: JavaScript, NodeJs, AWS ó GCP "
"Semi Senior Java Support Engineer - Remoto en Procalidad Sas","Sueldo oculto","Remoto: México","Empleado de tiempo completo","Inglés : Nivel Avanzado","100% Remote – Mexico |  Only Mexican Citizens Ready to level up your career in a dynamic, fully remote environment? We’re looking for a  Java Support Engineer  who loves problem-solving, thinks fast, codes smart, and is passionate about building better, more reliable systems. If you're ready to work on impactful projects, improve critical applications, and collaborate with top engineering minds —  this is your moment . What We’re Looking For A degree in  Systems Engineering ,  Computer Engineering ,  Industrial Engineering , or related fields. 3+ years  of hands-on experience as a  Support Engineer  or  Java Developer . Solid skills in: Java ,  SQL ,  UNIX/Linux  environments Data Structures  (and actually using them in real life, not just theory) Problem-solving  — spot patterns, find root causes, and suggest smart solutions Great communication skills — you can explain tech stuff clearly to both techies and business folks. Comfortable working with: Structured or Object-Oriented Programming  (Java) Scripting languages  like Shell Script, Perl, JavaScript, or Python Databases  like Sybase ASE/IQ, Oracle, or DB2 What You’ll Be Doing Dive deep into applications to analyze and resolve tricky issues. Debug code, crack logs, and hunt down bugs like a pro. Manage incidents and keep users, developers, and stakeholders in the loop. Spot patterns in recurring failures and help fix them  for good . Work with machine learning-powered tools to automate failure detection and health recovery. Suggest and implement smarter, more efficient processes. Help automate repetitive tasks so we can all focus on the good stuff. Join in on Change Management processes to keep our production environment top-notch. Build detailed runbooks and performance reports to make life easier for everyone. Always learning, always growing — including working with proprietary technologies (we’ll teach you, no worries!). Bonus Points (Nice to Have) Experience in the  Financial Services Industry . Exposure to  Big Data/Cluster Computing : Spark, Hadoop, HDFS, XRS (especially with cloud platforms). A degree in  Computer Science . Why You’ll Love It Here"
"Desarrollador Full Stack Jr - Remoto en Quality & Knowledge On It Services","$ 20,000 a 25,000 MXN (Neto)","Remoto: México","Empleado de tiempo completo","Inglés : Nivel Intermedio","¡ÚNETE A NUESTRO EQUIPO COMO DESARROLLADOR FULL STACK JR.! Somos una empresa líder en soluciones de negocio, procesos y tecnología en México, con más de 25 años de experiencia en el mercado. Nos caracteriza el compromiso con la excelencia, la innovación y el trabajo colaborativo. Actualmente buscamos un Desarrollador Full Stack Jr. con experiencia en el diseño, desarrollo e implementación de aplicaciones web completas, que sea capaz de trabajar de forma autónoma, con pensamiento analítico y enfoque en resultados. Requisitos: Licenciatura en Ingeniería en Sistemas, Computación, Informática o afín (titulado o pasante). Mínimo 2 años de experiencia como Desarrollador Full Stack. Dominio de Java (versiones 8, 11, 17 y 21). Experiencia en desarrollo de APIs REST bajo arquitectura hexagonal. Conocimiento de bases de datos Oracle y MySQL. Uso de control de versiones con Git (preferentemente GitLab). Documentación técnica y diagramado con UML. Experiencia con despliegue en contenedores y sistemas operativos Linux. Conocimientos técnicos requeridos: Frontend: Angular, TypeScript, Bootstrap, HTML5, CSS3, JavaScript, JQuery, AJAX, JSON. Backend: NodeJS, Spring Boot, JPA. Servicios web: REST y SOAP. Pruebas: SOAP UI, Postman, JUnit, Mockito. Metodologías: Scrum y Waterfall (uso de Jira). Control de calidad: SonarQube. Gestión de paquetes: Maven y Gradle. Responsabilidades: Diseñar y desarrollar aplicaciones web de extremo a extremo (Frontend + Backend). Modelar y estructurar bases de datos eficientes. Diseñar interfaces atractivas y funcionales. Garantizar el correcto funcionamiento, mantenimiento e integridad del código. Optimizar el desempeño de las aplicaciones desarrolladas. Ofrecemos: Vacante 100% remota. Sueldo competitivo acorde a tu experiencia. Prestaciones de ley y superiores. Oportunidad de desarrollo profesional y crecimiento. Excelente ambiente de trabajo enfocado en la colaboración, la innovación y la mejora continua. Si cumples con el perfil y estás interesado(a) en formar parte de nuestro equipo, ¡postúlate por este medio y nos pondremos en contacto contigo!"
"Desarrollador Full Stack Sr - Remoto","Sueldo oculto","Remoto: LATAM","Empleado de tiempo completo","Inglés : Nivel Intermedio","¡ÚNETE A NUESTRO EQUIPO COMO DESARROLLADOR FULL STACK SR.! Somos una empresa líder en soluciones de negocio, procesos y tecnología en México, con más de 25 años de experiencia en el mercado. Nos caracteriza el compromiso con la excelencia, la innovación y el trabajo colaborativo. Actualmente buscamos un Desarrollador Full Stack Sr. con experiencia en el diseño, desarrollo e implementación de aplicaciones web completas, que sea capaz de trabajar de forma autónoma, con pensamiento analítico y enfoque en resultados. Requisitos: Licenciatura en Ingeniería en Sistemas, Computación, Informática o afín (titulado o pasante). Mínimo 3 años de experiencia como Desarrollador Full Stack. Dominio de Java (versiones 8, 11, 17 y 21). Experiencia en desarrollo de APIs REST bajo arquitectura hexagonal. Conocimiento de bases de datos Oracle y MySQL. Uso de control de versiones con Git (preferentemente GitLab). Documentación técnica y diagramado con UML. Experiencia con despliegue en contenedores y sistemas operativos Linux. Conocimientos técnicos requeridos: Frontend: Angular, TypeScript, Bootstrap, HTML5, CSS3, JavaScript, JQuery, AJAX, JSON. Backend: NodeJS, Spring Boot, JPA. Servicios web: REST y SOAP. Pruebas: SOAP UI, Postman, JUnit, Mockito. Metodologías: Scrum y Waterfall (uso de Jira). Control de calidad: SonarQube. Gestión de paquetes: Maven y Gradle. Responsabilidades: Diseñar y desarrollar aplicaciones web de extremo a extremo (Frontend + Backend). Modelar y estructurar bases de datos eficientes. Diseñar interfaces atractivas y funcionales. Garantizar el correcto funcionamiento, mantenimiento e integridad del código. Optimizar el desempeño de las aplicaciones desarrolladas. Ofrecemos: Vacante 100% remota. Sueldo competitivo acorde a tu experiencia. Prestaciones de ley y superiores. Oportunidad de desarrollo profesional y crecimiento. Excelente ambiente de trabajo enfocado en la colaboración, la innovación y la mejora continua. ¿Estás listo para el siguiente reto en tu carrera? ¡Postúlate por este medio y forma parte de nuestro equipo!"
"Desarrollador FrontEnd React Middle - Híbrido en Brivé Soluciones","$ 20,000 a 25,000 MXN (Bruto)","Ciudad de México - Híbrido","Empleado de tiempo completo","Inglés : Nivel Básico","¿Quiénes somos? En Brivé, vibramos personas para hacer brillar a las organizaciones. Somos una compañía comprometida con crear soluciones innovadoras que generen resultados sobresalientes. Si te apasiona el desarrollo de software y disfrutas trabajar en un ambiente colaborativo, ¡te invitamos a unirte a nosotros! Descripción del puesto Buscamos un/a Desarrollador Frontend donde participarás en el desarrollo y mantenimiento de interfaces de usuario intuitivas, receptivas y de alta calidad para aplicaciones web utilizando React, trabajando en un entorno ágil y colaborativo para entregar productos de software excepcionales. Actividades principales Desarrollar interfases de usuario web Implementar componentes reutilizables y mantener la arquitectura del front-end Colaborar con el equipo de diseño para crear una experiencia de usuario óptima Documentar el código de forma clara y concisa Integración con APIs y servicios back-end Pruebas unitarias y de integración Asegurar la compatibilidad en diferentes navegadores y dispositivos Requisitos: Título universitario en Ingeniería Informática, Ciencias de la Computación o afines Conocimientos en lenguajes de desarrollo React y JavaScript Conocimientos en HTML, CSS, LESS/SASS Conocimientos de metodologías ágiles de desarrollo Conocimientos de pruebas unitarias y de integración Al menos 2 años de experiencia como desarrollador frontend usando JavaScript y React Ofrecemos: Un entorno de trabajo dinámico y colaborativo. Oportunidades de crecimiento y desarrollo profesional. Participación en proyectos innovadores con impacto real. Beneficios competitivos y flexibilidad laboral. Si eres apasionado del desarrollo de software y quieres contribuir al éxito de soluciones tecnológicas, ¡postúlate! y forma parte de Brivé, donde lo humano y lo tecnológico se encuentran para generar resultados sobresalientes. ¡Esperamos vibrar contigo!"
"Responsable de Proyectos TI en Caja Popular Mexicana","$ 35,000 a 40,000 MXN (Bruto)","Guanajuato","Empleado de tiempo completo","Inglés : Nivel Básico","¡Forma parte de la evolución tecnológica de Caja Popular Mexicana! Estamos buscando: Responsable de Proyectos TI - Temporal 2 años ¿Te apasiona la gestión de proyectos tecnológicos y quieres ser parte clave en la actualización de nuestro Core Bancario? Esta es tu oportunidad. ¿Qué harás en este rol? Apoyarás la entrega de soluciones tecnológicas eficientes y funcionales. Ejecutarás tareas estratégicas en tiempo, forma y con altos estándares de calidad. Colaborarás directamente con el Consultor de Proyectos TI, siendo un pilar en la transformación digital de la institución. Tus principales funciones incluirán: Análisis de requerimientos y diseño de soluciones. Estimación de tiempos y desarrollo técnico. Pruebas unitarias e integrales. Preparación de documentación para producción. Asesoría a usuarios internos sobre el uso de aplicativos. Perfil ideal: Pasión por la tecnología y el análisis. Organización, precisión y enfoque en resultados. Compromiso con la mejora continua. Habilidades Técnicas en: Base de Datos: Consultas, Dinámicas y Sub Consultas, Objetos de base de datos, Diagramas de Base de datos. Programación: C#, Java, HTML5, JavaScript, CSS 3. Tipos de proyectos: Servicios Web, API, Servicios de Windows, Worker Services Servicios Web: Servicios REST, Web API Net Core, Microservicios. Pruebas: Tipos de pruebas para los proyectos, Pruebas Unitarias con NUnit, Herramientas Testing, SOAP UI, Postman, Jmeter. ¿Qué necesitas para aplicar?  Sede:  Blvd. Milenio, León, Guanajuato. C.P. 37544. Horario:  Lunes a viernes 9:00 am - 6.00 pm Modalidad:  Presencial. Escolaridad concluida en:  Informática Administrativa, Ingeniería en Sistemas, Tecnologías de la información o carrera afín. Si decides aceptar el reto, te ofrecemos: Salario competitivo de $ 36,055.67   pesos brutos mensuales Contrato directo con Caja Popular Mexicana , asegurando estabilidad y beneficios a largo plazo. Aguinaldo de 30 días , para que disfrutes de una merecida celebración con tus seres queridos. Fondo de Ahorro del 13% , una excelente oportunidad para fortalecer tu futuro financiero. Prima Vacacional Superior a la ley , porque tu descanso y bienestar son nuestra prioridad. Días de descanso con goce de sueldo , para que puedas recargar energías y mantenerte motivado. Bono de asistencia y puntualidad , valoramos tu compromiso y responsabilidad. Bono de productividad , recompensa tu esfuerzo y resultados sobresalientes. Vales de despensa , para apoyar tu economía familiar. Monedero electrónico para uniformes , facilitando tu vestimenta y comodidad en el trabajo. ¡Y mucho más!  Descubre todos los beneficios que tenemos preparados para que te sientas valorado y motivado cada día. ¡Súmate a este gran proyecto y deja huella en la evolución tecnológica de nuestra institución! Postulate ahora:  https://caja-popular-mexicana.pandape.computrabajo.com/Detail?id=9732953"
"Soporte de aplicaciones en Capital Empresarial Horizonte","$ 70,000 a 80,000 MXN (Bruto)","Jalisco - Híbrido","Empleado de tiempo completo","Inglés : Nivel Intermedio","Capital Empresarial Horizonte Empresa Mexicana especialista en Recursos Humanos y Tecnologías de la Información solicita: Soporte de aplicaciones Nivel 2 Ingles Conversacional Obligatorio para laborar en esquema hibrido en Guadalajara (3 días de Home Office) Exposición a resolución de problemas en Unix y conjunto de habilidades: Buen conocimiento del entorno Unix y capacidad para monitorear aplicaciones y verificar registros (logs) para determinar problemas subyacentes. Gestión de capacidad, segmentación de logs, comandos como sed , awk , find , grep , du , cut , lsof , tail , head , ps , kill . Conjunto de habilidades en bases de datos: Experiencia en uno de los siguientes entornos de bases de datos relacionales (RDBMS): Sybase ASE/IQ, Oracle o DB2. Escenarios de bloqueo (deadlocks), resolución de problemas en base de datos, índices, procedimientos almacenados, consultas SQL avanzadas. Conjunto de habilidades de programación: Experiencia en uno de los siguientes lenguajes de programación estructurados u orientados a objetos: Java, C, C++, VB, .NET, ASP o Angular, etc. Experiencia en uno de los siguientes lenguajes de scripting: Shell script, Perl, JavaScript o Python, etc. Declaraciones condicionales, bucles, sintaxis, análisis de archivos (file parsing). Buena comunicación: Buenas habilidades de comunicación con la capacidad de articular aspectos técnicos y funcionales de un problema en desarrollo/producción para ayudar a encontrar soluciones con los equipos de desarrollo de aplicaciones y partes interesadas senior. Capacidad para liderar un equipo de especialistas en soporte y proporcionar orientación técnica. Experiencia en soporte de producción: Resolución de problemas en entornos de desarrollo o producción, incluyendo experiencia en observación de patrones, análisis de causa raíz y propuestas de soluciones. Gestión de procesos de aplicaciones, gestión de incidentes, problemas y cambios."
"Unix Production Support - Híbrido en Capital Empresarial Horizonte","$ 70,000 a 80,000 MXN (Bruto)","Ciudad de México - Híbrido","Empleado de tiempo completo","Inglés : Nivel Avanzado","Capital Empresarial Horizonte Empresa Mexicana especialista en Recursos Humanos y Tecnologías de la Información solicita: Unix Production Support Ingles Conversacional Obligatorio para laborar en esquema hibrido en CDMX, Guadalajara, Qro o Monterrey (3 días de Home Office) Exposición a resolución de problemas en Unix y conjunto de habilidades: Buen conocimiento del entorno Unix y capacidad para monitorear aplicaciones y verificar registros (logs) para determinar problemas subyacentes. Gestión de capacidad, segmentación de logs, comandos como sed , awk , find , grep , du , cut , lsof , tail , head , ps , kill . Conjunto de habilidades en bases de datos: Experiencia en uno de los siguientes entornos de bases de datos relacionales (RDBMS): Sybase ASE/IQ, Oracle o DB2. Escenarios de bloqueo (deadlocks), resolución de problemas en base de datos, índices, procedimientos almacenados, consultas SQL avanzadas. Conjunto de habilidades de programación: Experiencia en uno de los siguientes lenguajes de programación estructurados u orientados a objetos: Java, C, C++, VB, .NET, ASP o Angular, etc. Experiencia en uno de los siguientes lenguajes de scripting: Shell script, Perl, JavaScript o Python, etc. Declaraciones condicionales, bucles, sintaxis, análisis de archivos (file parsing). Buena comunicación: Buenas habilidades de comunicación con la capacidad de articular aspectos técnicos y funcionales de un problema en desarrollo/producción para ayudar a encontrar soluciones con los equipos de desarrollo de aplicaciones y partes interesadas senior. Capacidad para liderar un equipo de especialistas en soporte y proporcionar orientación técnica. Experiencia en soporte de producción: Resolución de problemas en entornos de desarrollo o producción, incluyendo experiencia en observación de patrones, análisis de causa raíz y propuestas de soluciones. Gestión de procesos de aplicaciones, gestión de incidentes, problemas y cambios. Ofrecemos Sueldo acuerdo a experiencia (Esquema 100% nomina) + Prestaciones de Ley y Prestaciones superiores (SGMM familiar, SV 1 millón, Vales de despensa, 30 días de aguinaldo, 12 días de vacaciones + 2 por año, PTU) Interesados enviar Cv al correo de empleo(arroba)horizonteempresarial.com.mx"
"Unix Production Support en Capital Empresarial Horizonte","$ 70,000 a 80,000 MXN (Bruto)","Nuevo León - Híbrido","Empleado de tiempo completo","Inglés : Nivel Intermedio","Capital Empresarial Horizonte Empresa Mexicana especialista en Recursos Humanos y Tecnologías de la Información solicita: Unix Production Support Ingles Conversacional Obligatorio para laborar en esquema hibrido en CDMX, Guadalajara, Qro o Monterrey (3 días de Home Office) Exposición a resolución de problemas en Unix y conjunto de habilidades: Buen conocimiento del entorno Unix y capacidad para monitorear aplicaciones y verificar registros (logs) para determinar problemas subyacentes. Gestión de capacidad, segmentación de logs, comandos como sed , awk , find , grep , du , cut , lsof , tail , head , ps , kill . Conjunto de habilidades en bases de datos: Experiencia en uno de los siguientes entornos de bases de datos relacionales (RDBMS): Sybase ASE/IQ, Oracle o DB2. Escenarios de bloqueo (deadlocks), resolución de problemas en base de datos, índices, procedimientos almacenados, consultas SQL avanzadas. Conjunto de habilidades de programación: Experiencia en uno de los siguientes lenguajes de programación estructurados u orientados a objetos: Java, C, C++, VB, .NET, ASP o Angular, etc. Experiencia en uno de los siguientes lenguajes de scripting: Shell script, Perl, JavaScript o Python, etc. Declaraciones condicionales, bucles, sintaxis, análisis de archivos (file parsing). Buena comunicación: Buenas habilidades de comunicación con la capacidad de articular aspectos técnicos y funcionales de un problema en desarrollo/producción para ayudar a encontrar soluciones con los equipos de desarrollo de aplicaciones y partes interesadas senior. Capacidad para liderar un equipo de especialistas en soporte y proporcionar orientación técnica. Experiencia en soporte de producción: Resolución de problemas en entornos de desarrollo o producción, incluyendo experiencia en observación de patrones, análisis de causa raíz y propuestas de soluciones. Gestión de procesos de aplicaciones, gestión de incidentes, problemas y cambios. "
"Desarrollador Java para Soporte de Producción Nivel 2 (Unix) en Capital Empresarial Horizonte","$ 70,000 a 80,000 MXN (Bruto)","Jalisco - Híbrido","Empleado de tiempo completo","Inglés : Nivel Intermedio","Capital Empresarial Horizonte Empresa Mexicana especialista en Recursos Humanos y Tecnologías de la Información solicita: Soporte de Producción Nivel 2 en Unix, SQL y Java Ingles Conversacional Obligatorio para laborar en esquema hibrido en Guadalajara (3 días de Home Office) Exposición a resolución de problemas en Unix y conjunto de habilidades: Buen conocimiento del entorno Unix y capacidad para monitorear aplicaciones y verificar registros (logs) para determinar problemas subyacentes. Gestión de capacidad, segmentación de logs, comandos como sed , awk , find , grep , du , cut , lsof , tail , head , ps , kill . Conjunto de habilidades en bases de datos: Experiencia en uno de los siguientes entornos de bases de datos relacionales (RDBMS): Sybase ASE/IQ, Oracle o DB2. Escenarios de bloqueo (deadlocks), resolución de problemas en base de datos, índices, procedimientos almacenados, consultas SQL avanzadas. Conjunto de habilidades de programación: Experiencia en uno de los siguientes lenguajes de programación estructurados u orientados a objetos: Java, C, C++, VB, .NET, ASP o Angular, etc. Experiencia en uno de los siguientes lenguajes de scripting: Shell script, Perl, JavaScript o Python, etc. Declaraciones condicionales, bucles, sintaxis, análisis de archivos (file parsing). Buena comunicación: Buenas habilidades de comunicación con la capacidad de articular aspectos técnicos y funcionales de un problema en desarrollo/producción para ayudar a encontrar soluciones con los equipos de desarrollo de aplicaciones y partes interesadas senior. Capacidad para liderar un equipo de especialistas en soporte y proporcionar orientación técnica. Experiencia en soporte de producción: Resolución de problemas en entornos de desarrollo o producción, incluyendo experiencia en observación de patrones, análisis de causa raíz y propuestas de soluciones. Gestión de procesos de aplicaciones, gestión de incidentes, problemas y cambios. Ofrecemos: Horario de Oficina Esquema 100% nomina Sueldo abierto a negociación de acuerdo a experiencia Prestaciones de Ley Prestaciones superiores (SGMM familiar, SV 1 millón, Vales de despensa, 30 días de aguinaldo, PTU) Si te encuentras interesado, manda tu CV a:     contacto (arroba) horizonteempresarial.com.mx"
"Fullstack Engineer Java Senior - Híbrido en Thekna It","$ 45,000 a 50,000 MXN (Bruto)","Ciudad de México - Híbrido","Empleado de tiempo completo","Inglés : Nivel Avanzado","FullStack Enginner Requisitos: Competencia en Java OpenJDK. Principios de programación orientada a objetos OOP. Experiencia en la especificación OpenAPI Swagger para diseño y documentación de API. Spring Framework Spring Boot Spring Security Spring Data Comprensión de JSON XML y serialización y deserialización de datos. Control de versiones GitHub ramificación fusión de solicitudes de extracción. Pruebas de API utilizando herramientas como Postman SoapUI o Swagger UI. Herramientas de compilación Eclipse y otras. Conocimiento de las canalizaciones de CI CD. Conocimiento y experiencia en contenerizar la API usando Docker. Familiaridad con marcos de registro como Log4j. Corrección y abordaje de las vulnerabilidades de código reportadas por herramientas de calidad de código como Veracode y SonarQube. Habilidades Deseables: Diseño y desarrollo de API de MuleSoft Experiencia en la conversión de APIs de SOAP a REST. Familiaridad con el entorno AZURE Optimización de consultas SQL y diseño de bases de datos. Competencia en el trabajo con bases de datos relacionales, por ejemplo, MSSQL PostgreSQL DB2 Desarrollar y mantener soluciones de software de alta calidad utilizando Azure SQL Spring Boot Angular JS Java JavaScript y MySQL. Colaborar con equipos multifuncionales para diseñar, desarrollar e implementar nuevas funciones y mejoras. Garantice la calidad del rendimiento y la capacidad de respuesta de las aplicaciones mediante pruebas y depuración rigurosas. Brindar orientación técnica y tutoría a desarrolladores jóvenes para fomentar un entorno colaborativo e innovador. Participar en revisiones de código para mantener la calidad del código y garantizar el cumplimiento de las mejores prácticas. Analizar y resolver problemas técnicos complejos de manera oportuna y eficiente. Contribuir a la mejora continua de los procesos y metodologías de desarrollo. Manténgase actualizado con las últimas tendencias y tecnologías de la industria para garantizar que el equipo se mantenga a la vanguardia de la innovación. Trabajar en estrecha colaboración con las partes interesadas para comprender los requisitos del negocio y traducirlos en especificaciones técnicas."
"Arquitecto de Infraestructura DevOps Senior - Híbrido en Brivé Soluciones","$ 45,000 a 50,000 MXN (Neto)","Ciudad de México - Híbrido","Empleado de tiempo completo","Inglés : Nivel Básico","¿Quiénes somos? En Brivé, vibramos personas para hacer brillar a las organizaciones. Somos una compañía comprometida con crear soluciones innovadoras que generen resultados sobresalientes. Si te apasiona el mundo de la arquitectura de software y disfrutas trabajar en un ambiente colaborativo, ¡te invitamos a unirte a nosotros! Descripción del puesto Buscamos un/a Arquitecto de Infraestructura donde te encargarás de diseñar, desarrollar y supervisar la arquitectura del software de las soluciones, para que sean robustos, escalables y eficientes y que cumplan con los requisitos técnicos y del negocio. Actividades principales Definir la arquitectura general del software, incluyendo la selección de tecnologías, frameworks y patrones de diseño Mejorar la eficiencia y la calidad del desarrollo de software Supervisar el progreso del desarrollo del software Dimensionar los colaboradores requeridos en cada proyecto, para asignar tareas y responsabilidades a los equipos de desarrollo Reducir costos y tiempos de desarrollo Implementar medidas de seguridad informática para proteger el software de vulnerabilidades y ataques Requisitos: Licenciatura/Ingeniería en Sistemas, Informática o afín. Mínimo 3 años de experiencia en diseño web y experiencia de usuario. Dominio de React, JavaScript, TypeScript, Docker, Azure Repos, y más. Certificaciones en DevOps, Cloud, redes o seguridad (¡deseable!). Disponibilidad para laborar 3 días a la semana de forma presencial en CDMX - Alcaldía Cuauhtémoc (No negociable) Ofrecemos: Un entorno de trabajo dinámico y colaborativo. Oportunidades de crecimiento y desarrollo profesional. Participación en proyectos innovadores con impacto real. Beneficios competitivos y flexibilidad laboral. Si eres apasionado de la supervisión y mejora de infraestructura de software, ¡postúlate! y forma parte de Brivé. ¡Esperamos vibrar contigo!"
"Desarrollador SAP FIORI -Remoto en Capital Empresarial Horizonte","$ 60,000 a 70,000 MXN (Bruto)","Remoto: México","Empleado de tiempo completo","Inglés : Nivel Intermedio","Capital Empresarial Horizonte Empresa Mexicana especialista en Recursos Humanos y Tecnologías de la Información solicita:   SAP FIORI - Finanzas Ingles conversacional obligatorio 100% remoto Como Ingeniero de Software (SAP) especializado en Fiori Full Stack , esperamos que este desarrollador se una a nuestro equipo para diseñar, desarrollar e implementar aplicaciones Fiori de extremo a extremo, integrando tanto componentes front-end como back-end, con el objetivo de mejorar la experiencia del usuario en nuestro sistema SAP S/4HANA . Este rol requiere experiencia en SAP Fiori/UI5, ABAP, SAP S/4HANA y tecnologías relacionadas. El candidato ideal debe tener un sólido entendimiento del ciclo completo de desarrollo, desde el diseño de interfaces hasta la integración del back-end, y será responsable de crear aplicaciones SAP Fiori modernas, escalables y de alto rendimiento. Requisitos Técnicos: Experiencia como desarrollador Fiori con mínimo 5 años de experiencia práctica en desarrollo Full Stack SAP Fiori . Conocimiento en múltiples módulos SAP y desarrollo de integraciones dentro de proyectos de implementación de gran escala en SAP S/4HANA. Experiencia comprobada en desarrollo full stack, con alta competencia en SAP Fiori/UI5, SAPUI5, JavaScript, HTML5, CSS y tecnologías front-end modernas. Experiencia sólida en desarrollo back-end con ABAP , incluyendo el desarrollo de servicios OData e integración con SAP S/4HANA. Experiencia en configuración y gestión de SAP Fiori Launchpad , incluyendo creación de roles, tiles y navegación. Familiaridad con SAP Gateway , OData y el protocolo RAP para la integración de aplicaciones Fiori con sistemas SAP de back-end. Conocimiento sólido de APIs RESTful, servicios web y SAP Business Technology Platform (SAP BTP) para integración y desarrollo en la nube. Experiencia con sistemas de control de versiones (por ejemplo, Git ) y pipelines CI/CD para despliegue de aplicaciones. Buenas habilidades de resolución de problemas y experiencia solucionando errores tanto en front-end como en back-end. Capacidad para desarrollar y mantener aplicaciones responsivas, centradas en el usuario y optimizadas para el rendimiento . Excelentes habilidades de comunicación y colaboración, con capacidad para trabajar en equipos multidisciplinarios. Conocimiento de metodologías Agile y experiencia trabajando en entornos ágiles. Calificaciones deseables: Experiencia en implementaciones de SAP S/4HANA e integración con aplicaciones Fiori. Familiaridad con ABAP CDS (Core Data Services) y Fiori Elements para la creación de modelos de back-end eficientes. Experiencia con SAP BTP u otros servicios en la nube para despliegue de aplicaciones. Certificación en SAP Fiori es un plus. Ofrecemos: •      Salario 100% nominal • Seguro de Gastos Médicos Mayores más Póliza de exceso ilimitado.  • Seguro dental y visual.  • Seguro de Vida. • Todas las prestaciones legales desde el primer año. •    Prima vacacional del 50% • Aguinaldo a 24 días.  •    Vales de despensa por $3300,53  •    Apoyo monetario en caso de que trabajes desde Home Office. Si te encuentras interesado, manda tu CV a:         contacto (arroba) horizonteempresarial.com.mx"
